name,brewery_type,city,address,phone,website_url,longitude,latitude
Keweenaw Brewing Co,micro,Houghton,408 Shelden Ave,9064825596,http://www.keweenawbrewing.com,-88.5687729,47.1219857
Keweenaw Brewing Co - Production Facility,micro,Houghton,408 Shelden Ave,9064821937,http://www.keweenawbrewing.com,-88.5687729,47.1219857
Kickstand Brewing Co,brewpub,Commerce Township,3050 Union Lake Rd Ste 4A,2483015941,http://www.kickstandbrewingco.com,,
Kitzingen Brewery,brewpub,Wyoming,1760 44th St SW Ste 8,6168055077,http://www.Kitzingen-Brewery.com,,
Kuhnhenn Brewing Co,micro,Warren,5919 Chicago Rd,5869798361,http://www.kuhnhenn.beer,-83.023691,42.523306
Kuhnhenn Clinton Township,micro,Clinton Township,36000 Groesbeck Hwy,5862310249,,-82.91782739,42.56179646
Lake Ann Brewing Co,micro,Lake Ann,6535 First St,2316402327,http://www.lakeannbrewing.com,,
Lake Charlevoix Brewing Company,brewpub,Charlevoix,111 Bridge Park Dr,2314373220,http://www.lakecharlevoixbrewing.com,-85.25800112,45.31728307
Lake Superior Brewing Co,brewpub,Grand Marais,N-14283 Lake Avenue,9064942337,http://www.grandmaraismichigan.com/LSBC,,
Lansing Brewing Company,brewpub,Lansing,518 E Shiawassee St,5175996001,,-84.5455093,42.7368424
Latitude 42,brewpub,Portage,7842 Portage Rd Attn: Scott Freitas,2694594242,http://www.latitude42brewingco.com,,
Lehmans Orchard Brewery and Farmhouse,brewpub,Buchanan,204 N Red Bud Trl,2693624063,http://www.lehmansfarmhouse.com,-86.35834031,41.82910596
Les Cheneaux Distillers,brewpub,Cedarville,172 S Meridian St,9064841213,http://www.lescheneauxdistillers.com,-84.36301089,45.99742724
Lexington Brewing Co,brewpub,Lexington,5475 Main St,8103595012,http://www.lexingtonbrewery.com,-82.530867,43.2678755
Liberty Street Brewing Co,micro,Plymouth,149 W Liberty St Ste 1,2487054171,http://www.libertystreetbeer.com,,
Liberty Street Brewing Production Facility,micro,Livonia,11721 Levan Rd,,,-83.40169843,42.36866123
"Library Restaurant, Bar and Brewpub",brewpub,Houghton,62 Isle Royale St,9064875882,http://www.librarybrewpub.com,-88.56701063,47.12215913
Lilys Seafood Restaurant and Brewery,brewpub,Royal Oak,410 S Washington Ave,2485915459,,-83.14668688,42.487039
Lockside Brewery / 1668 Winery,brewpub,Sault Sainte Marie,100 W Portage Ave,9062595035,http://1668winery.com/thebeers/,-84.34705,46.500695
Loggers Brewing Company,micro,Saginaw,1215 S River Rd,9894013085,http://www.loggersbrewingcompany.com,-84.05193542,43.40518225
Looking Glass Brewing Company,brewpub,Dewitt,115 N Bridge St,5175827287,http://www.facebook.com/DeWittBreweryProject/,-84.56922371,42.84243629
Lucky Girl Brewing Co Crossroads,brewpub,Paw Paw,34016 M 43,2696280054,http://luckygirlcrossroads.com,,
Ludington Bay Brewing Co,brewpub,Ludington,515 S James St,2312396690,http://ludingtonbaybrewing.com,-86.44763415,43.95070214
Lumber Barons Brewery,brewpub,Bay City,804 E Midland St,9898910100,http://www.lumberbaronsbrewery.com,,
Lynchpin Beer Company / The Laundry,brewpub,Fenton,115 W Shiawassee Ave,8106298852,http://www.lunchandbeyond.com,-83.70642814,42.792852
Macatawa Ale Company,micro,Holland,102 S River Ave,6168487677,http://www.macatawaalecompany.com,-86.10911659,42.79223968
Mackinaw Brewing Co,brewpub,Traverse City,161 E Front St,2319331100,http://www.mackinawbrewing.com,-85.62124459,44.76426455
Mackinaw Trail Brewing Company / Mackinaw Trail Winery and Brewery,micro,Manistique,103 W Lakeshore Dr,9063412303,http://www.mackinawtrailwinery.com,-86.2503664,45.9535761
McIntosh Orchards,micro,South Haven,6431 107th Ave,7078783734,http://www.mcintoshorchards.com,,
MDs Sports Tavern and Grill,brewpub,Davison,3040 N State Rd,8106536408,http://www.mdsportstavern.com,-83.5173133,43.05021425
MI Brewery / Kayla Rae Cellars,micro,Rockford,31 Courtland St,6169517001,http://www.kaylaraecellars.com,,
Michigan Brewing Works,brewpub,Williamston,3435 Dietz Rd,5176557777,,,
Midland Brewing Co,brewpub,Midland,5011 N Saginaw Road,9892597210,http://www.midlandbrewing.com,-84.2910925,43.6408678
Midtown Brewing Co,micro,Lansing,402 S Washington Sq,5179771349,http://www.midtownbrewingco.com,,
Mishigama Craft Brewing / Ypsi Alehouse,brewpub,Ypsilanti,124 Pearl St Ste 100,7344871555,http://www.ypsialehouse.com,,
Mitten Brewing Co - Northport,brewpub,Northport,112 W Nagonaba St,6163182448,,-85.61801909,45.129833
Motor City Brewing Works,brewpub,Detroit,470 W Canfield St,3138322700,http://www.motorcitybeer.com,-83.06603733,42.3518156
Motor City Brewing Works Warehouse,micro,Detroit,441 W Canfield St,,,-83.06474893,42.35151997
Mountain Town Brewing Co,micro,Mt Pleasant,614 W Pickard St,9894004666,http://www.mountaintownbrew.com,-84.78689552,43.61180948
Mountain Town Station Restaurant & Brew Pub,brewpub,Mt Pleasant,506 W Broadway St,9894004666,http://www.mountaintownbrew.com,-84.7822205,43.604568
New Holland Brewing,planning,Battle Creek,,,,,
New Holland Brewing Co,regional,Holland,66 E 8th St,6163556422,http://www.newhollandbrew.com,-86.10411872,42.79010355
New Holland Brewing Co - Production Facility,regional,Holland,690 Commerce Ct,6165102259,,,
New Union Brewing,micro,Lowell,400 W Main St,6163197171,http://www.newunionbrewery.com,-85.355545,42.931398
Newaygo Brewing Co,brewpub,Newaygo,19 State Rd,2314526551,http://www.newaygobrewing.com,-85.79585808,43.42386642
North Center Brewing Co.,brewpub,Northville,410 N Center St,2484447967,http://www.northcenterbrewing.com,-83.48311135,42.43412107
North Channel Brewing Co.,brewpub,Manistee,86 Washington St,2312991020,http://www.NorthChannelBrewing.com,-86.32379888,44.24929388
North Peak Brewing Co,brewpub,Traverse City,400 W Front St,2319417325,http://www.northpeak.net,-85.6285431,44.7643155
North Pier Brewing,micro,Benton Harbor,670 N Shore Dr,2697577163,http://www.northpierbrewing.com,-86.45499315,42.12454349
Northern Oak Brewery,brewpub,Holly,806 N Saginaw St,2486347515,http://www.northernoakbrewery.com,-83.62737964,42.80026273
Northville Winery and Brewery,micro,Northville,630 Old Baseline Rd,2483206507,,,
Odd Side Ales,micro,Grand Haven,41 Washington Ave Ste 160,6169357326,http://www.oddsideales.com,,
Odd Side Ales Production Facility,micro,Grand Haven,1810 Industrial Dr,,,-86.1983973,43.03124408
Old Boys Brewhouse,brewpub,Spring Lake,971 W Savidge St,6168509950,http://www.oldboysbrewhouse.com,-86.21215194,43.07642829
Old Detroit Brewing Co,planning,Bloomfield Hills,,,,,
Old Mill Brewpub and Grill,brewpub,Plainwell,717 E Bridge St,2692046601,http://www.oldmillbrew.com,-85.63224537,42.442939
Old Nation Brewing Company,micro,Williamston,1500 W. Grand River Ave,5176551301,http://www.oldnationbrewing.com,-84.2899561,42.6878555
Olde Peninsula Brewpub and Restaurant,brewpub,Kalamazoo,200 E Michigan Ave,2693432739,http://www.oldepeninsula.com,-85.581578,42.2916484
One Well Brewing,planning,Kalamazoo,,2694599240,,,
One Well Brewing,brewpub,Kalamazoo,4213 Portage St,2694599240,http://www.onewellbrewing.com,-85.5591755,42.2485915
OpenRoad Brewery,brewpub,Wayland,128 S Main St,6162937855,http://www.openroadbrewing.com,-85.64331774,42.67311202
Oracle Brewing Company,micro,Saginaw,122 N Michigan Ave,9894017446,http://www.oraclebeer.com,-83.96401351,43.417723
Ore Dock Brewing Co,micro,Marquette,114 W Spring St,9068675309,http://www.oredockbrewingcompany.com,-87.39388593,46.54189135
Original Gravity Brewing Co,brewpub,Milan,440 County St,7344397490,http://www.ogbrewing.com,-83.67523597,42.083974
Osgood Brewing,brewpub,Grandville,4051 Chicago Dr SW,,http://www.osgoodbrewing.com,-85.76493039,42.90907804
Our Brewing Co,micro,Holland,76 E 8th St,6169948417,http://www.ourbrewingcompany.com,-86.1037537,42.7901898
Ozone's Brewhouse,micro,Lansing,305 Beaver St,5179992739,http://www.ozonesbrewhouse.com,-84.54860983,42.7505921
Paddle Hard Brewing,micro,Grayling,118 Michigan Ave,9897456388,http://paddlehardbrewing.com,-84.709584,44.66521
Paddle Hard Brewing,brewpub,Grayling,227 E Michigan Ave,9897456388,,-84.71675164,44.6600473
Paper City Development LLC,planning,Vicksburg,,6049961400,http://papercitymillworks.com,,
Parkers Hilltop Brewery,brewpub,Clarkston,6110 Dixie Hwy,2483838444,http://www.hilltopbrew.com,-83.4149011,42.7174413
Paw Paw Brewing Company,brewpub,Paw Paw,929 E Michigan Ave,2694150145,http://pawpawbrewery.com,-85.87748984,42.2192304
Paw Paw Brewing Company LLC,micro,PAW PAW,780 S Gremps street,2695015241,http://www.pawpawbrewing.com,-85.89437423,42.2131394
Paw Paw Brewing Company Production Facility,micro,Paw Paw,780 S Gremps St,,,-85.89437423,42.2131394
Perrin Brewing Company,regional,Comstock Park,5910 Comstock Park Dr NW,6165511957,http://www.perrinbrewing.com,,
Petoskey Brewing,micro,Petoskey,1844 M 119 Harbor-Petoskey Rd,2317532057,http://www.petoskeybrewing.com,,
Pigeon Hill Brewery Production Facility,planning,Muskegon,,,,,
Pigeon Hill Brewing Co,micro,Muskegon,500 W Western Ave Ste 100,2313755184,http://www.pigeonhillbrew.com,,
Pike 51 Brewing,brewpub,Hudsonville,3768 Chicago Dr,6166624589,http://www.hudsonvillewinery.com,-85.87944718,42.8606644
Pileated Brewing Co,micro,Ann Arbor,2290 South Industrial Highway,7343696290,http://www.pileatedbrewing.com,-83.73385304,42.2528625
Pointless Brewery,micro,Ann Arbor,3014 Packard St,9894554484,http://www.pointlessbrew.com,-83.7297662,42.260633
Poison Frog Brewing Company,brewpub,Jackson,1908 Horton Rd,5177485997,,-84.4374522,42.20141178
Presidential Brewing Co.,planning,Portage,,2694689765,http://www.presidentialbrewing.com,,
Railtown Brewing Co,micro,Dutton,3595 68th St SE,6168812364,http://www.railtownbrewing.com,-85.57833065,42.84118888
Rare Bird Brewpub,brewpub,Traverse City,229 Lake Ave,2319432053,http://rarebirdbrewpub.com,-85.61932337,44.75978039
Red Jacket Brewing at Michigan House Cafe,brewpub,Calumet,300 6th St,9063371910,http://www.michiganhousecafe.com/brewpub.html,-88.4535254,47.2464521
Redline Brewing Company,micro,Burton,5470 Lapeer Rd,8102592009,http://redlinebrewingcompany.com,-83.59795244,43.01100775
Redwood Brewing Co,brewpub,Flint,5304 Gateway Ctr,8102338000,http://www.redwoodbrewingco.com,,
Reed City Brewing Company,brewpub,Reed City,141 W Upton Ave,2314654222,,-85.51071976,43.875879
Right Brain Brewery,micro,Traverse City,225 E Sixteenth St Ste A,2319441239,http://www.rightbrainbrewery.com,,
River Rouge Brewing Company,micro,Royal Oak,406 E 4th St,2488020555,http://www.riverrougebrew.com,-83.14059587,42.48726531
River's Edge Brewing Co,brewpub,Milford,125 S Main St Ste 400,2486851625,http://www.riversedgebrew.com,,
Roak Brewing Co.,micro,Royal Oak,330 E Lincoln Ave,2482688780,http://www.roakbrewing.com,-83.14209914,42.48342093
Rochester Mills Beer Co,brewpub,Rochester,400 Water St Ste 101,2486505080,http://www.beercos.com,,
Rochester Mills Production Brewery,micro,Auburn Hills,3275 Lapeer W Rd,2483773130,http://www.beercos.com,,
Rockford Brewing Company,brewpub,Rockford,12 E Bridge St,6169514677,http://www.RockfordBrewing.com,,
Rolling Oak Brewing Co,micro,Grayling,509 Norway St,9897456280,http://rollingoakbrewing.com,-84.716671,44.661765
Round Barn Brewery / Round Barn Winery,micro,Baroda,10983 Hills Rd,8007169463,http://www.roundbarnwinery.com,-86.479395,41.950161
Round Barn Brewery & Public House,micro,Baroda,9151 First St,2693267059,http://www.roundbarnbrewery.com,,
Royal Oak Brewery,brewpub,Royal Oak,215 E 4th St,2485441141,http://www.royaloakbrewery.com,-83.14271229,42.48739557
Rudbeckia Farm,micro,Petoskey,3379 Lake Grove Rd,2316224173,http://www.rudbeckiafarm.com,,
Rupert's Brew House,micro,Kalamazoo,773 W Michigan Ave,2693379911,http://www.rupertsbrewhouse.com,-85.5941774,42.29072325
Rustic Leaf Brewing Company,micro,Waterford,7200 Highland Rd,2485999933,http://www.rusticleafbrewingcompany.com,-83.4048664,42.659901
Salt Springs Brewery,brewpub,Saline,117 S Ann Arbor St,7342959191,http://wwww.saltpsringsbrewery.com,-83.78105412,42.16646594
Sanctuary Spirits,micro,Grand Ledge,902 E Saginaw Hwy,5179251930,http://www.sanctuaryspirits.com,-84.73453638,42.7407777
Sandhill Crane Vineyards,micro,Jackson,4724 Walz Rd,5177640679,http://www.sandhillcranevineyards.com,,
Saugatuck Brewing Co,micro,Douglas,2948 Blue Star Hwy,2698577222,http://www.saugatuckbrewing.com,-86.2120077,42.62989386
Schmohz Brewery,micro,Grand Rapids,2600 Patterson Ave SE Ste 1,6169490860,http://www.schmohz.com,,
Sherwood Brewing Co,brewpub,Shelby Township,45689 Hayes Rd,5865329669,http://www.sherwoodbrewing.com,-82.97361414,42.63202014
Shipwreck Brewing Company,brewpub,Saint Clair Shores,24409 Jefferson Ave,5869442266,http://www.shipwreckbrewingcompany.com,-82.88877859,42.47122231
Short's Brewing Co,brewpub,Bellaire,121 N Bridge St,2315336622,http://www.shortsbrewing.com,-85.21012429,44.975604
Short's Brewing Co - Production Facility,regional,Elk Rapids,211 Industrial Park Dr,2314982300,http://www.shortsbrewing.com,,
Silver Harbor Brewing Company,brewpub,Saint Joseph,721 Pleasant St,2692817100,http://silverharborbrewing.com,-86.48027459,42.10893033
Sister Lakes Brewing Company,brewpub,Dowagiac,92500 County Road 690,2693325135,http://www.sisterlakesbrewing.com,,
Snowbelt Brewing Company,brewpub,Gaylord,132 W Main St Unit 1,9894487077,,,
Soo Brewing Company,micro,Sault Sainte Marie,223 W Portage Ave,9066324400,http://www.soobrew.com,-84.3482782,46.50089794
South Haven Brewpub,brewpub,South Haven,515 Williams St Ste 23,2697677105,http://www.southhavenbrewpub.com,,
Spartan Brewpub,brewpub,Mason,3056 Okemos Rd,5175075098,http://spartanbrewpub.com/,-84.43276467,42.67095756
Speciation Artisan Ales,micro,Comstock Park,3720 West River Dr NE Ste 201,6166666783,http://speciationartisanales.com,,
Sports Brewpub,brewpub,Wyandotte,166 Maple St,7342855060,,-83.15132628,42.20229805
St Ambrose Cellars,micro,Beulah,841 S Pioneer Rd,2313834262,http://www.stambrose-mead-wine.com,,
Starving Artist Brewing,micro,Ludington,634 S Stiles Rd,2317941399,http://starvingartist.beer,,
Stiggs Brewery & Kitchen,brewpub,Boyne City,112 S Park St,2314976100,http://www.stiggsbrewingcompany.com,,
Stony Lake Brewing Company,micro,Saline,447 E Michigan Ave,7343167919,http://www.stonylakebrewing.com,-83.7735354,42.17041729
Stormcloud Brewing Company,brewpub,Frankfort,303 Main St,2316519080,http://www.stormcloudbrewing.com,-86.24100175,44.63290605
Stormcloud Brewing Company Production Facility,micro,Frankfort,366 Parkview Ln,,,-86.2218117,44.6373933
Strand Brewery,brewpub,Dowagiac,93415 County Road 690,2694247500,http://www.strandbrewery.com,,
Sugarfoot Saloon,brewpub,Cedar,4997 S Good Harbor Trl,2312286166,,-85.79625698,44.90785082
Superior Coast Brewery / Karls Cuisine Winery and Brewery,brewpub,Sault Sainte Marie,447 W Portage Ave,9062531900,http://www.karlscuisine.com,-84.35344671,46.50179396
Tahquamenon Falls Brewery and Pub,brewpub,Paradise,M-123 Upper Falls Dr,9064923300,http://www.tahquamenonfallsbrewery.com,,
Tapistry Brewing Company,micro,Bridgman,4236 Lake St,2692667349,http://www.tapistrybrewing.com,-86.5561575,41.9427559
TBD,micro,Armada,17985 Armada Center Rd,5869897454,http://www.blakeshardcider.com,-82.95124856,42.84942455
Tecumseh Brewing Company,brewpub,Tecumseh,128 W Chicago Blvd,5178151726,http://www.tecumsehbrewingco.com,-83.946191,42.004052
Tenacity Brewing,micro,Flint,119 N Grand Traverse St,8103396676,http://www.tenacitybrewing.com,-83.69663179,43.01522788
Territorial Brewing Company,brewpub,Springfield,256 Helmer Rd N,2692821694,http://www.territorialbrewing.com,-85.23565712,42.3151618
Territorial Brewing Company Production Facility,micro,Springfield,2815 6th Ave,2694410030,,-85.22954317,42.31466956
Texas Corners Brewing Company,brewpub,Kalamazoo,6970 Texas Dr,2698707724,http://www.texascornersbrewing.com,-85.6486336,42.2300087
The Boathouse Beer Co and Boozery,brewpub,Tawas City,450 W Lake St,9899845233,http://www.boathousebeerco.com,-83.5169024,44.26826378
The Distant Whistle Brewhouse,micro,Vicksburg,118 S Main St,2693707549,http://www.distantwhistle.com,-85.53248776,42.11909502
The Filling Station Microbrewery,micro,Traverse City,642 Railroad Pl,2319468168,http://www.thefillingstationmicrobrewery.com,-85.609476,44.7580963
The Highway Brewing Co.,brewpub,West Branch,209 W Houghton Ave,9897090716,http://www.highwaybrewingco.com,-84.23751651,44.27635208
The Knickerbocker/ New Holland Brewing,brewpub,Grand Rapids,417 Bridge St NW,6163455642,,-85.68044312,42.97068214
The Livery,brewpub,Benton Harbor,190 5th St,2699258760,http://www.liverybrew.com,-86.45330019,42.11813538
The Maple Grille LLC,brewpub,Hemlock,13105 Gratiot Rd,,,-84.1741049,43.4157758
The Mitten Brewing Co,brewpub,Grand Rapids,527 Leonard St NW,6166085612,http://www.mittenbrewing.com,-85.68101,42.98507733
The Mitten Brewing Company - Saugatuck,brewpub,Saugatuck,329 Water St,6166085612,,-86.20524129,42.65689129
The Mitten Brewing Company Production Facility,micro,Grand Rapids,540 Leonard St NW,,,-85.68100276,42.98491266
The Parlor,brewpub,Traverse City,205 Lake Ave,2319414422,http://www.bigtoebrewery.com,-85.6204308,44.7601402
The Red Baron,brewpub,Burton,2495 S Center Rd,8107441310,http://www.baronburger.com,-83.63373728,42.9924788
"The Sanford Beverage Company, Inc. D.B.A. Steele Street Brewing",brewpub,Ionia,300 S Steele St,6165234003,http://www.steelestreetbrewing.com,-85.06766243,42.98135831
Third Monk Brewing Co,micro,South Lyon,228 S Lafayette St,2482786366,http://www.thirdmonkbrewingco.com,-83.65116644,42.45482138
Third Nature Brewing Co.,planning,Rockford,,,,,
Thornapple Brewing Company,micro,Grand rapids,6262 28th st SE,6164226209,http://Www.thornapplebrewing.com,-85.6506666,42.9128114
Three Blondes Brewing,brewpub,South Haven,1875 Phoenix St,,http://www.threeblondesbrewing.com,-86.2642391,42.4033183
Tibbs Brewing Co,brewpub,Kalamazoo,402 S Burdick St,8777627397,,-85.58320831,42.28859949
Tilted Axis Brewing Company,brewpub,Lapeer,303 W Nepessing St,8109694477,http://www.tiltedaxis.beer,-83.31247549,43.05377576
Tootsie's Brewery / Lone Oak Vineyard,brewpub,Grass Lake,8400 Ann Arbor Rd,5175228167,http://www.tootsiesbrewery.com,,
Townies Brewery,brewpub,Ann Arbor,2350 W Liberty Rd,,,-83.7891745,42.2730356
Traffic Jam and Snug,brewpub,Detroit,4268 2nd Ave,3138319470,http://www.trafficjamdetroit.com,-83.086546,42.384371
Trail Point Brewing Co.,micro,Allendale,6035 Lake Michigan Dr,6168952739,http://www.trailpointbrewing.com,-85.93541536,42.97207782
Transient Artisan Ales,micro,Bridgman,4229 Lake St,,,-86.55570937,41.94299804
Tri City Brewing Co,micro,Bay City,4170 Shrestha Dr,9896861340,http://www.tricitybrewing.com,,
Tripelroot,brewpub,Zeeland,146 E Main Ave,6169530050,http://www.tripelroot.com,-86.01463482,42.81211765
Tripelroot Production Facility,micro,Holland,2262 112th Ave,,,-86.0580859,42.802587
Tujax Tavern,brewpub,Delton,103 S Grove St,2696238310,,-85.407991,42.496258
Tunnel Vision Brewery,brewpub,Harbor Springs,5699 S Lake Shore Dr,2315263276,http://www.pondhill.com,-85.065042,45.471828
TwoGuys Brewing,brewpub,Wyoming,2356 Porter St SW,6165529690,http://www.twoguysbrewing.beer,-85.72355013,42.92114925
UBrew Nanobrewery,micro,Traverse City,3054 Cass Rd Unit F,2319432016,http://www.ubrewtc.com,,
Unruly Brewing Company,micro,Muskegon,360 W Western Ave,2312881068,http://www.unrulybrewing.com,-86.25381541,43.23504367
Upper Hand Brewery,micro,Escanaba,3525 Airport Rd,2693822338,http://www.upperhandbrewery.com,-87.097528,45.7164279
Urbanrest Brewing Company,micro,Ferndale,2615 Wolcott St,,http://www.urbanrest.com,-83.1274188,42.4679929
Vander Mill,brewpub,Grand Rapids,505 Ball Ave NE,6162598828,http://www.vandermill.com,-85.6305954,42.9712724
VanMax Brewing Company LLC,micro,Decatur,103 N Phelps St,2692171720,http://www.vanmaxbrewing.com,-85.97454749,42.10876694
Vierling Restaurant & Marquette Harbor Brewery,brewpub,Marquette,119 S Front St,9062283533,http://www.thevierling.com,-87.3928955,46.5425586
Vivio's Food,planning,Detroit,,3133931711,http://www.viviosdetroit.com,,
Walldorff Brewpub & Bistro,brewpub,Hastings,105 E State St,2699454400,http://www.walldorffbrewpub.com,-85.284584,42.6487487
WAR WATER BREWERY,brewpub,Saint Clair,201 N Riverside Ave Ste C1-11,8102893921,http://www.warwaterbrewery.com,,
Watermark Brewing Company,micro,Stevensville,5781 Saint Joseph Ave,2692810872,http://www.watermarkbrewing.com,-86.51963025,42.01286668
Waypost Brewing Co.,planning,Fennville,,6169162362,http://waypostbeer.com,,
Whiskey Point Brewing Company,planning,Beaver Island,,2313737842,http://www.whiskeypointbrewing.com,,
White Flame Brewing Co,brewpub,Hudsonville,5234 36th Ave,6162095098,http://www.whiteflamebrewing.com,,
Wiltse's Brew Pub and Family Restaurant,brewpub,Oscoda,5606 F 41,9897392231,http://www.wiltsebrewpub.com,,
Witch's Hat Brewing,micro,South Lyon,601 S Lafayette St,2484862595,http://www.witchshatbrewing.com,-83.65099308,42.45542522
Wolverine State Brewing Co,brewpub,Ann Arbor,2019 W Stadium Blvd # 103,7343692990,http://www.wolverinebeer.com,-83.7745473,42.2694316
Woodward Avenue Brewers,brewpub,Ferndale,22646 Woodward Ave,2485463696,http://www.thewabsite.com,-83.13333109,42.4596444
Workshop Brewing Co,brewpub,Traverse City,221 Garland St Ste A,12314218966,http://www.traversecityworkshop.com,,
